Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_Prediction,Probability,RiskLevel
1,1,1,9670,1,1,133.1000,1,38,38,5,9,105.0000,True,False,False,True,0,False,20,False,0,6,9,6,13.2857,0,0,6,8,5,13.8000,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.4259,Medium
1,1,3,9085,1,1,130.0000,1,1,19,9,9,121.3000,True,False,False,True,0,True,19,False,0,5,6,5,14.6000,0,0,5,5,5,13.8000,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0366,Low
1,1,1,9238,1,1,135.0000,1,19,38,3,9,136.1000,True,False,False,True,0,True,18,False,0,6,6,6,14.0000,0,0,6,6,6,13.6667,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0324,Low
1,17,2,9238,1,1,133.0000,1,37,37,9,4,123.6000,False,False,False,True,0,True,19,False,0,6,7,6,14.1429,0,0,6,6,6,15.0000,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0018,Low
1,1,4,9238,1,1,123.0000,1,38,1,4,10,129.0000,True,False,False,True,0,False,19,False,0,6,8,6,11.6667,0,0,6,6,6,12.3333,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0104,Low
1,17,1,9500,1,1,145.0000,1,19,37,4,8,136.8000,True,False,False,True,0,False,18,False,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0167,Low
1,17,2,9500,1,1,146.0000,1,3,3,3,6,133.4000,True,False,False,True,0,False,18,False,0,7,8,7,12.5000,0,0,8,9,7,13.0429,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.2037,Medium
1,1,5,9500,1,1,144.0000,1,38,38,7,7,136.0000,True,False,False,True,0,True,19,False,0,7,7,6,14.1500,0,0,7,7,6,14.1500,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0066,Low
1,1,1,9500,1,1,144.0000,1,38,37,9,9,125.8000,False,False,False,True,0,True,19,False,0,8,12,7,12.4714,0,0,8,12,7,12.4714,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0186,Low
1,1,1,9500,1,1,131.0000,1,4,4,2,1,120.5000,False,False,False,True,0,False,19,False,0,7,7,6,14.1500,0,0,7,7,6,14.1500,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0066,Low
1,1,2,9500,1,1,141.0000,1,37,37,9,8,130.2000,True,False,False,True,0,False,21,False,0,7,11,7,14.0722,0,0,8,8,8,14.0475,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0834,Low
1,1,3,9773,1,1,138.0000,1,3,1,2,3,135.9000,True,False,False,True,0,False,18,False,0,6,7,6,14.8571,0,0,6,6,6,14.6667,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0175,Low
1,1,1,9773,1,1,127.0000,1,19,37,9,9,116.5000,False,False,False,True,0,True,19,False,0,6,7,6,14.2857,0,0,6,6,6,13.1667,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.0551,Low
1,1,4,9773,1,1,124.0000,1,19,37,99,90,124.0000,False,False,False,False,0,False,18,False,0,4,4,0,0.0000,0,0,4,4,0,0.0000,0,12.7000,3.7000,-1.7000,Dropout,Dropout,0.0015,Low
1,7,1,8014,0,3,140.0000,1,1,1,4,4,140.0000,False,False,False,True,0,False,30,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.0125,Low
1,17,1,9130,1,1,157.0000,1,3,2,3,6,150.9000,True,False,False,True,0,False,18,False,0,6,8,6,15.0000,0,0,6,8,5,15.1667,0,13.9000,-0.3000,0.7900,Dropout,Dropout,0.0303,Low
1,1,3,9500,1,1,129.0000,1,19,19,4,8,127.3000,True,False,False,True,0,True,20,False,0,7,7,6,12.6333,0,0,7,7,6,12.6333,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.1693,Medium
1,39,1,9670,1,19,133.1000,1,1,1,4,7,100.0000,False,False,True,False,0,False,25,False,0,5,5,5,11.2000,0,0,5,5,5,12.6000,0,9.4000,-0.8000,-3.1200,Dropout,Dropout,0.0124,Low
1,1,5,9500,1,1,142.0000,1,38,37,5,7,128.8000,True,False,False,True,0,False,18,False,0,7,7,6,14.2333,0,0,7,7,6,14.2333,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0070,Low
5,1,3,9085,1,1,133.0000,1,19,19,4,7,119.7000,True,False,False,True,0,False,21,False,0,5,13,5,12.2000,2,0,5,10,3,11.3333,1,9.4000,-0.8000,-3.1200,Enrolled,Enrolled,0.7735,High
1,1,1,9500,1,1,156.0000,1,5,4,2,1,140.8000,False,False,False,True,0,False,18,False,0,8,8,7,15.7000,0,0,8,8,7,15.7000,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0044,Low
1,1,1,9500,1,1,151.0000,1,37,37,9,9,138.0000,True,False,False,True,0,False,18,False,0,7,7,6,15.2000,0,0,7,7,6,15.2000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0061,Low
1,17,1,9853,1,1,135.0000,1,3,3,2,2,132.9000,True,False,False,False,0,False,29,False,0,6,9,6,16.3333,0,0,6,8,5,15.6000,0,12.7000,3.7000,-1.7000,Dropout,Dropout,0.0222,Low
1,43,1,9130,1,1,140.0000,1,3,3,2,2,140.0000,False,False,False,True,0,False,20,False,10,17,29,14,12.5625,4,7,12,24,12,12.8571,1,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0115,Low
1,7,1,9500,1,3,140.0000,1,3,1,4,4,140.0000,False,False,False,True,0,False,26,False,0,7,0,0,0.0000,0,0,8,0,0,0.0000,0,13.9000,-0.3000,0.7900,Dropout,Dropout,0.0024,Low
1,1,2,9238,1,1,100.0000,1,38,1,7,7,99.3000,True,False,False,True,0,False,21,False,0,6,8,5,12.4000,0,0,6,6,6,12.0000,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0397,Low
1,18,1,9500,1,1,126.0000,1,37,19,5,5,119.3000,False,False,False,True,0,True,19,False,0,8,9,8,13.7812,1,0,8,9,8,13.7812,1,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0129,Low
1,17,2,9254,1,1,123.0000,1,19,19,5,5,113.2000,True,False,True,True,0,False,19,False,0,6,10,6,12.1667,0,0,6,8,5,11.6667,0,16.2000,0.3000,-0.9200,Dropout,Dropout,0.2753,Medium
1,17,1,9773,1,1,133.1000,1,38,38,9,5,117.0000,False,False,False,True,0,False,21,False,0,6,8,5,11.8000,0,0,6,8,5,11.8333,0,15.5000,2.8000,-4.0600,Enrolled,Enrolled,0.8006,High
1,18,1,8014,0,1,137.0000,1,1,1,4,3,123.0000,False,False,True,True,0,False,20,False,0,6,13,4,10.8000,0,0,6,15,4,12.0000,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0679,Low
1,1,6,9500,1,1,138.0000,1,37,37,9,8,127.2000,True,False,False,True,0,True,18,False,0,7,8,7,13.2600,0,0,8,8,8,14.2863,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0064,Low
1,1,2,9773,1,1,128.0000,1,34,19,3,0,141.0000,True,False,False,False,0,False,20,False,0,6,10,4,12.0000,0,0,6,15,3,10.6667,0,7.6000,2.6000,0.3200,Dropout,Dropout,0.0051,Low
1,1,1,9238,1,1,136.0000,1,19,38,9,9,121.7000,False,True,False,True,0,True,20,False,0,6,9,6,11.8750,0,0,6,7,6,14.4286,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0014,Low
1,43,1,9500,1,1,127.0000,1,19,19,4,7,121.1000,False,False,False,True,0,True,18,False,0,7,11,5,12.1600,0,0,7,7,2,13.4000,0,16.2000,0.3000,-0.9200,Enrolled,Dropout,0.3137,Medium
1,16,1,9070,1,1,145.0000,1,1,1,3,3,146.1000,True,False,False,True,0,False,18,False,0,6,6,1,15.0000,0,0,6,7,4,12.5000,0,9.4000,-0.8000,-3.1200,Enrolled,Enrolled,0.6224,High
1,1,1,9773,1,1,140.0000,1,37,37,9,9,142.5000,True,False,False,True,0,False,18,False,0,6,6,6,13.3333,0,0,6,9,5,13.2000,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.3985,Medium
1,17,1,9085,1,1,138.0000,1,2,19,2,9,126.8000,True,False,False,True,0,False,18,False,0,5,12,2,11.5000,0,0,5,12,3,11.8000,2,10.8000,1.4000,1.7400,Enrolled,Enrolled,0.9264,High
1,44,1,9085,1,39,150.0000,1,3,3,2,2,150.0000,True,False,False,True,0,False,22,False,2,6,7,6,14.4286,0,1,6,9,5,13.0000,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0576,Low
1,44,3,9085,1,39,150.0000,1,1,19,4,1,150.0000,True,False,False,True,0,False,19,False,0,5,10,1,13.0000,1,0,5,8,3,15.3333,0,12.7000,3.7000,-1.7000,Enrolled,Enrolled,0.9514,High
1,17,1,9003,1,1,131.0000,1,19,1,9,2,134.5000,True,False,False,True,0,True,19,False,0,6,7,6,15.0000,0,0,6,8,6,14.3333,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0070,Low
1,1,2,9556,1,1,136.0000,1,19,19,9,9,129.5000,True,False,False,True,0,False,18,False,0,7,9,7,15.1556,0,0,8,8,8,16.8000,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0100,Low
1,1,1,9238,1,1,117.0000,1,38,38,175,183,113.2000,True,False,True,True,0,False,20,False,0,6,8,6,10.6667,0,0,6,7,6,11.8571,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.0948,Medium
1,17,1,9853,1,1,158.0000,1,38,37,5,5,140.2000,True,False,False,True,0,False,18,False,0,6,9,5,11.0000,0,0,6,9,4,11.2500,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.1823,Medium
1,17,2,9670,1,1,129.0000,1,1,19,5,5,119.2000,True,False,False,True,0,False,21,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,8.9000,1.4000,3.5100,Dropout,Dropout,0.0017,Low
1,1,1,9238,1,1,140.0000,1,1,19,4,4,140.7000,False,False,False,True,0,False,19,False,0,6,7,6,12.2857,0,0,6,7,6,12.0000,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0431,Low
1,1,5,9500,1,1,141.0000,1,38,38,9,9,142.3000,True,False,False,True,0,False,18,False,0,8,8,8,12.8287,0,0,8,8,8,12.8287,0,9.4000,-0.8000,-3.1200,Dropout,Graduate,0.0191,Low
1,1,4,9773,1,1,132.0000,11,12,12,90,4,129.9000,True,False,False,True,0,False,18,True,0,6,6,6,12.6667,0,0,6,8,5,14.4000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0293,Low
1,17,1,171,1,1,133.0000,1,1,1,6,7,134.8000,True,False,False,True,0,False,18,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,12.4000,0.5000,1.7900,Enrolled,Enrolled,0.7134,High
1,17,1,9085,1,1,109.0000,1,19,19,4,9,104.1000,True,False,True,False,0,True,21,False,0,6,16,2,13.0000,0,0,6,8,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.0030,Low
1,1,1,9147,1,1,135.0000,1,1,38,5,5,122.4000,False,False,True,True,0,False,19,False,0,5,10,5,10.8750,0,0,5,8,4,12.4000,0,13.9000,-0.3000,0.7900,Graduate,Enrolled,0.5166,Medium
1,1,1,9147,1,1,122.0000,1,37,37,9,7,120.6000,True,False,False,True,0,True,19,False,0,5,5,5,12.8000,0,0,5,8,5,11.6000,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.1114,Medium
1,17,3,9238,1,1,118.0000,1,1,19,4,10,112.4000,True,False,False,True,0,False,19,False,0,6,10,5,11.2857,0,0,6,7,0,0.0000,0,16.2000,0.3000,-0.9200,Dropout,Dropout,0.0568,Low
1,1,1,171,1,1,174.0000,1,5,3,3,3,157.9000,False,False,False,True,0,False,18,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0533,Low
1,43,1,9254,1,1,142.0000,1,38,38,9,9,125.9000,False,False,False,True,0,True,19,False,0,6,0,0,0.0000,0,0,6,11,1,10.0000,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.0876,Low
1,17,2,9500,1,1,131.0000,1,38,1,5,7,118.4000,True,False,False,True,0,True,20,False,0,7,9,6,13.7667,0,0,8,9,8,13.7444,0,16.2000,0.3000,-0.9200,Dropout,Graduate,0.0092,Low
1,1,3,9500,1,1,139.0000,1,18,18,1,1,130.8000,True,False,False,False,0,False,18,False,0,8,9,6,12.7583,1,0,8,9,6,12.7583,1,9.4000,-0.8000,-3.1200,Dropout,Dropout,0.1601,Medium
1,1,1,171,1,1,170.0000,1,19,19,8,8,176.7000,True,False,False,True,0,True,19,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,11.1000,0.6000,2.0200,Dropout,Dropout,0.0476,Low
1,1,1,9070,1,1,182.0000,1,19,1,5,7,156.8000,True,False,False,True,0,False,18,False,0,6,6,6,12.6667,0,0,6,8,6,13.2500,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0440,Low
1,1,1,9085,1,1,125.0000,1,19,37,3,7,126.8000,False,False,False,True,0,False,18,False,0,6,13,6,12.0000,0,0,6,16,4,12.7500,0,11.1000,0.6000,2.0200,Enrolled,Enrolled,0.7600,High
1,1,1,9238,1,1,142.0000,1,1,37,5,7,128.0000,False,False,False,True,0,True,19,False,0,6,8,6,12.2500,0,0,6,8,6,12.0000,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0073,Low
1,1,2,9147,1,1,119.0000,1,19,37,4,5,113.8000,True,False,False,True,0,False,20,False,0,5,8,3,11.3333,0,0,5,8,5,12.2000,0,7.6000,2.6000,0.3200,Graduate,Enrolled,0.6215,High
1,17,5,9500,1,1,128.0000,1,1,1,4,5,120.8000,True,False,False,True,0,True,19,False,0,7,9,7,13.5071,0,0,8,12,8,13.0500,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0088,Low
1,1,3,9500,1,1,150.0000,1,19,38,1,1,130.8000,True,False,False,True,0,False,18,False,0,8,8,7,13.6143,0,0,8,8,7,13.6143,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0310,Low
1,39,1,9254,1,1,133.1000,1,19,1,4,1,101.0000,False,False,True,True,0,False,25,False,0,6,6,0,0.0000,0,0,6,6,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.0024,Low
1,17,5,9070,1,1,131.0000,1,37,37,9,9,126.1000,True,False,False,False,0,False,18,False,0,6,9,4,11.5000,1,0,6,6,6,12.1667,0,7.6000,2.6000,0.3200,Graduate,Dropout,0.0103,Low
1,1,5,9773,1,1,118.0000,1,38,19,9,9,113.8000,True,False,False,True,0,False,19,False,0,6,7,6,12.3333,0,0,6,7,6,12.5000,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0082,Low
1,17,2,9556,1,1,122.0000,1,19,38,4,8,118.3000,True,False,False,True,0,True,19,False,0,7,7,7,11.9714,0,0,8,8,8,14.4375,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0104,Low
1,1,1,9147,1,1,116.0000,1,19,19,5,8,127.9000,False,False,True,False,0,True,20,False,0,5,12,2,13.0000,1,0,5,13,2,11.5000,0,9.4000,-0.8000,-3.1200,Dropout,Dropout,0.0090,Low
1,17,5,9500,1,1,137.0000,1,1,1,5,4,131.1000,True,False,False,True,0,False,18,False,0,7,9,7,12.3857,0,0,8,9,7,12.7286,0,13.9000,-0.3000,0.7900,Enrolled,Enrolled,0.4684,Medium
1,17,4,9085,1,1,128.0000,1,38,37,4,9,117.9000,True,False,False,True,0,False,20,False,0,5,12,2,13.5000,0,0,5,12,5,11.2857,1,10.8000,1.4000,1.7400,Graduate,Graduate,0.0842,Low
1,17,1,9238,1,1,123.0000,1,1,1,9,9,115.7000,True,False,False,True,0,False,21,False,0,6,8,6,12.1667,0,0,6,7,6,13.2857,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.0324,Low
1,1,2,171,1,1,133.1000,1,3,1,2,3,141.0000,True,False,False,True,0,False,19,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,12.7000,3.7000,-1.7000,Graduate,Enrolled,0.4001,Medium
2,39,1,8014,0,12,110.0000,1,37,37,7,9,120.0000,False,False,False,True,0,False,42,False,0,6,6,6,11.6667,0,0,6,6,6,13.6667,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0228,Low
1,17,1,9130,1,1,143.0000,1,3,3,2,2,131.8000,True,False,True,False,0,False,18,False,0,6,9,5,12.4000,0,0,6,12,5,14.1667,0,8.9000,1.4000,3.5100,Enrolled,Enrolled,0.8480,High
1,1,1,9070,1,1,150.0000,1,37,37,9,6,131.1000,False,False,False,True,0,True,19,False,0,6,7,5,13.4000,0,0,6,6,6,12.8333,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0481,Low
1,1,6,9254,1,1,129.0000,1,38,19,9,5,117.8000,True,False,False,True,0,False,18,False,0,6,11,6,12.0000,0,0,6,11,4,12.5000,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0179,Low
1,10,1,9085,1,1,140.0000,1,19,19,4,5,140.0000,True,False,False,True,0,False,21,False,0,5,6,5,14.2000,0,0,5,5,5,14.8000,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0146,Low
1,1,1,9238,1,1,133.1000,1,38,37,5,5,108.0000,False,False,False,True,0,True,20,False,0,6,8,6,12.1250,0,0,6,7,6,14.4286,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0016,Low
1,1,1,9853,1,1,132.0000,1,1,19,3,3,122.9000,True,False,False,True,0,False,20,False,0,7,7,7,13.8571,0,0,7,7,7,13.2857,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.1187,Medium
1,44,1,9085,1,39,130.0000,1,3,1,2,9,130.0000,True,False,False,True,0,False,21,False,1,6,13,3,11.7500,0,1,6,13,5,12.3333,0,12.4000,0.5000,1.7900,Enrolled,Enrolled,0.8153,High
1,1,4,9500,1,1,137.0000,1,38,37,7,7,126.0000,True,False,False,True,0,False,19,False,0,7,9,7,14.2833,0,0,8,9,8,13.1256,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0229,Low
1,42,1,9238,1,1,133.1000,1,1,19,4,9,134.0000,False,False,False,True,0,False,21,False,10,13,21,11,13.2727,0,6,11,13,9,13.0000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0331,Low
1,1,1,9070,1,1,143.0000,1,38,19,151,193,134.3000,True,True,False,True,0,False,19,False,0,6,6,6,14.6667,0,0,6,7,6,15.1429,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0055,Low
1,1,1,9500,1,1,148.0000,1,19,19,9,9,138.7000,False,False,False,True,0,True,19,False,0,7,10,7,15.1150,0,0,8,10,8,15.0920,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0009,Low
1,17,2,171,1,1,137.0000,1,1,1,4,1,143.3000,True,False,False,True,0,False,18,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,9.4000,-0.8000,-3.1200,Enrolled,Enrolled,0.7478,High
1,44,1,9085,1,39,160.0000,1,37,19,9,10,160.0000,True,False,False,True,0,False,22,False,1,6,13,6,15.0000,0,1,6,7,6,13.1429,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0095,Low
1,1,2,9853,1,1,112.0000,1,3,1,3,5,111.0000,False,False,False,True,0,False,21,False,0,6,8,5,13.2000,0,0,6,9,5,14.3333,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.1665,Medium
1,17,4,9254,1,1,133.0000,1,37,37,5,8,128.5000,True,False,False,True,0,True,18,False,0,6,14,2,11.0000,0,0,6,14,3,10.3333,0,7.6000,2.6000,0.3200,Dropout,Dropout,0.4170,Medium
1,1,4,9500,1,1,142.0000,1,1,3,1,2,133.0000,False,False,False,True,0,True,20,False,0,8,8,7,14.5657,0,0,8,8,7,14.5657,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0048,Low
1,17,2,9670,1,1,123.0000,1,34,37,0,0,114.6000,True,False,True,False,0,False,18,False,0,5,8,3,12.0000,0,0,5,6,4,10.7500,0,7.6000,2.6000,0.3200,Dropout,Dropout,0.0006,Low
1,17,1,9238,1,1,103.0000,1,19,37,7,9,104.1000,False,False,False,True,0,False,20,False,0,6,6,0,0.0000,0,0,5,5,0,0.0000,0,8.9000,1.4000,3.5100,Dropout,Dropout,0.0104,Low
1,17,4,9500,1,1,140.0000,1,1,1,3,3,127.6000,True,False,False,True,0,False,23,False,0,7,7,6,13.7967,0,0,8,11,7,13.7750,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.3486,Medium
1,1,2,9773,1,1,159.0000,1,1,1,3,3,151.0000,True,False,False,True,0,False,18,False,0,6,6,6,14.8333,0,0,6,6,6,15.3333,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0037,Low
1,44,1,9238,1,39,140.0000,1,1,1,9,3,135.7000,True,False,False,True,0,False,20,False,3,6,6,6,12.8333,0,2,6,6,6,13.8333,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0255,Low
1,17,1,9500,1,1,148.0000,1,38,37,5,9,137.8000,True,False,False,True,0,True,18,False,0,8,8,7,14.9629,0,0,8,8,7,14.9629,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0046,Low
1,1,6,9147,1,1,112.0000,1,38,38,9,9,117.3000,True,False,False,True,0,False,20,False,0,5,8,4,12.0000,0,0,5,8,5,11.2000,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.1331,Medium
1,18,2,9500,1,1,131.0000,1,1,3,3,2,121.2000,True,False,False,True,0,False,18,False,0,7,8,7,12.4000,0,0,8,9,8,12.8000,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0263,Low
1,17,1,9670,1,1,145.0000,1,3,3,2,1,129.3000,True,False,False,True,0,False,20,False,0,6,7,6,15.5714,0,0,6,6,6,17.1667,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0049,Low
1,1,5,9500,1,1,133.1000,1,1,1,5,8,123.0000,True,False,False,True,0,False,19,False,0,8,8,7,13.7143,0,0,8,8,7,13.7143,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0284,Low
1,44,1,9085,1,39,140.0000,1,1,19,4,4,140.0000,False,False,False,True,0,False,21,False,2,6,9,6,13.1429,0,0,6,9,6,12.1667,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.1061,Medium
2,7,1,9070,1,43,140.0000,1,37,1,9,7,140.0000,False,False,False,True,0,False,33,False,0,6,7,6,15.0000,0,0,6,8,3,11.0000,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.1326,Medium
1,1,1,9085,1,1,150.0000,1,12,2,4,2,144.6000,False,False,True,False,0,False,24,False,0,5,6,1,13.0000,0,0,5,5,0,0.0000,0,7.6000,2.6000,0.3200,Dropout,Dropout,0.0147,Low
1,43,1,9238,1,1,120.0000,1,1,38,4,3,118.3000,False,False,False,True,0,True,20,False,8,11,12,11,12.0000,0,6,11,14,11,12.7500,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0019,Low
1,1,1,171,1,1,156.0000,1,19,38,9,1,153.6000,True,False,False,True,0,False,18,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0674,Low
1,1,4,9070,1,1,167.0000,1,1,1,7,3,158.3000,True,False,False,True,0,False,18,False,0,6,6,6,15.1667,0,0,6,6,6,14.1667,0,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0014,Low
1,43,1,8014,0,6,133.1000,1,34,34,0,0,100.0000,False,False,True,True,0,False,29,False,1,6,9,4,12.0000,0,1,6,13,2,10.5000,0,7.6000,2.6000,0.3200,Dropout,Dropout,0.0064,Low
1,17,1,9500,1,1,147.0000,1,1,1,5,5,134.9000,False,True,False,True,0,False,18,False,0,7,7,7,13.6429,0,0,8,11,8,14.7727,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0077,Low
1,1,3,9773,1,1,129.0000,1,38,37,5,5,142.0000,True,False,False,True,0,False,19,False,0,6,8,6,12.6667,0,0,6,7,6,12.7143,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.1584,Medium
1,17,1,171,1,1,136.0000,1,38,38,7,7,127.3000,True,False,False,True,0,False,19,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.0864,Low
1,17,1,9238,1,1,128.0000,1,19,19,5,4,116.5000,False,False,False,True,0,True,18,False,0,6,8,5,10.8000,0,0,6,9,6,10.5000,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0461,Low
1,43,1,9500,1,1,140.0000,1,19,19,7,7,138.6000,False,False,False,True,0,True,19,False,0,7,9,6,14.2500,0,0,8,11,8,13.0636,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0221,Low
1,42,1,9853,1,1,141.0000,1,37,19,9,3,133.0000,False,False,False,True,0,False,20,False,6,14,22,12,12.1538,0,5,12,18,10,12.9000,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.0739,Low
1,17,2,9238,1,1,133.0000,1,2,1,3,4,136.2000,True,False,False,True,0,False,19,False,0,6,14,1,11.5000,0,0,6,12,2,10.5000,0,7.6000,2.6000,0.3200,Enrolled,Enrolled,0.8844,High
1,17,1,9254,1,1,125.0000,1,19,19,7,5,118.0000,True,False,False,True,0,True,19,False,0,6,10,4,12.2500,0,0,6,9,3,12.3333,0,9.4000,-0.8000,-3.1200,Graduate,Enrolled,0.8646,High
1,1,1,9070,1,1,124.0000,1,19,37,4,4,126.8000,False,False,False,True,0,True,18,False,1,6,8,6,12.0000,1,0,6,12,5,11.1429,0,13.9000,-0.3000,0.7900,Enrolled,Graduate,0.2054,Medium
1,1,6,9500,1,1,140.0000,1,19,38,5,7,128.5000,True,False,False,True,0,True,18,False,0,8,8,8,13.4038,0,0,8,8,8,13.4038,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.0167,Low
1,17,1,9254,1,1,140.0000,1,3,1,2,3,129.9000,False,False,False,True,0,True,19,False,0,6,15,6,11.3333,0,0,6,9,3,12.6667,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.1430,Medium
1,17,4,9773,1,1,137.0000,1,1,1,5,5,125.8000,False,False,True,True,1,False,20,False,0,6,7,5,12.2000,0,0,6,6,6,12.3333,0,12.7000,3.7000,-1.7000,Dropout,Graduate,0.0519,Low
1,17,1,171,1,1,144.0000,1,37,37,9,6,129.3000,True,False,False,True,1,True,18,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,7.6000,2.6000,0.3200,Enrolled,Graduate,0.2380,Medium
1,1,6,9500,1,1,138.0000,1,4,19,2,3,124.7000,True,False,False,True,1,False,18,False,0,7,0,0,0.0000,0,0,8,0,0,0.0000,0,16.2000,0.3000,-0.9200,Dropout,Dropout,0.0011,Low
